name,position,country,height,date_of_birth,season,club_name
Omotayo Adaramola,Defender,Ireland,,13/11/2003,2021/2022,Crystal Palace U21
Filip Krovinovic,Midfielder,Croatia,175cm,29/08/1995,2020/2021,West Bromwich Albion (Loan)
Henry Onyekuru,Forward,Nigeria,175cm,05/06/1997,2019/2020,Everton
Henry Onyekuru,Forward,Nigeria,175cm,05/06/1997,2018/2019,Everton
Brian Murphy,Goalkeeper,Ireland,183cm,07/05/1983,2018/2019,Cardiff City
Ainsley Maitland-Niles,Midfielder,England,177cm,29/08/1997,2021/2022,Arsenal
Ainsley Maitland-Niles,Midfielder,England,177cm,29/08/1997,2020/2021,West Bromwich Albion (Loan)
Ainsley Maitland-Niles,Midfielder,England,177cm,29/08/1997,2020/2021,Arsenal
Ainsley Maitland-Niles,Midfielder,England,177cm,29/08/1997,2019/2020,Arsenal
Ainsley Maitland-Niles,Midfielder,England,177cm,29/08/1997,2018/2019,Arsenal
Phil Bardsley,Defender,Scotland,180cm,28/06/1985,2021/2022,Burnley
Phil Bardsley,Defender,Scotland,180cm,28/06/1985,2020/2021,Burnley
Phil Bardsley,Defender,Scotland,180cm,28/06/1985,2019/2020,Burnley
Phil Bardsley,Defender,Scotland,180cm,28/06/1985,2018/2019,Burnley
Jordan Stevens,Forward,England,178cm,25/03/2000,2021/2022,Leeds United
Jordan Stevens,Forward,England,178cm,25/03/2000,2020/2021,Leeds United
Fernando Llorente,Forward,Spain,193cm,26/02/1985,2019/2020,Tottenham Hotspur
Fernando Llorente,Forward,Spain,193cm,26/02/1985,2018/2019,Tottenham Hotspur
Marko Arnautovic,Forward,Austria,192cm,19/04/1989,2019/2020,West Ham United
