name,position,country,height,date_of_birth,season,club_name
Tahith Chong,Forward,Netherlands,185cm,04/12/1999,2020/2021,Manchester United
Tahith Chong,Forward,Netherlands,185cm,04/12/1999,2019/2020,Manchester United
Tahith Chong,Forward,Netherlands,185cm,04/12/1999,2018/2019,Manchester United
Aaron Connolly,Forward,Ireland,,28/01/2000,2021/2022,Brighton and Hove Albion
Aaron Connolly,Forward,Ireland,,28/01/2000,2020/2021,Brighton and Hove Albion
Aaron Connolly,Forward,Ireland,,28/01/2000,2019/2020,Brighton and Hove Albion
Aaron Connolly,Forward,Ireland,,28/01/2000,2018/2019,Brighton & Hove Albion
Joseph Hardy,Forward,England,170cm,26/09/1998,2020/2021,Liverpool
Joseph Hardy,Forward,England,170cm,26/09/1998,2019/2020,Liverpool
Joy Mukena,Defender,England,,03/07/1999,2018/2019,Watford
Achraf Lazaar,Defender,Morocco,184cm,22/01/1992,2021/2022,Watford
Achraf Lazaar,Defender,Morocco,184cm,22/01/1992,2019/2020,Newcastle United
Achraf Lazaar,Defender,Morocco,184cm,22/01/1992,2018/2019,Newcastle United
Alphonse Areola,Goalkeeper,France,195cm,27/02/1993,2021/2022,West Ham United (Loan)
Alphonse Areola,Goalkeeper,France,195cm,27/02/1993,2020/2021,Fulham (Loan)
Aiden O'Neill,Midfielder,Australia,178cm,04/07/1998,2019/2020,Burnley
Rúben Vinagre,Defender,Portugal,174cm,09/04/1999,2021/2022,Wolverhampton Wanderers
Rúben Vinagre,Defender,Portugal,174cm,09/04/1999,2020/2021,Wolverhampton Wanderers
Rúben Vinagre,Defender,Portugal,174cm,09/04/1999,2019/2020,Wolverhampton Wanderers
Rúben Vinagre,Defender,Portugal,174cm,09/04/1999,2018/2019,Wolverhampton Wanderers
Rúben Vinagre,Defender,Portugal,174cm,09/04/1999,2018/2019,Wolverhampton Wanderers (Loan)
Filip Benkovic,Defender,Croatia,194cm,13/07/1997,2021/2022,Leicester City
Filip Benkovic,Defender,Croatia,194cm,13/07/1997,2020/2021,Leicester City
Filip Benkovic,Defender,Croatia,194cm,13/07/1997,2019/2020,Leicester City
Filip Benkovic,Defender,Croatia,194cm,13/07/1997,2018/2019,Leicester City
Robin Koch,Defender,Germany,192cm,17/07/1996,2021/2022,Leeds United
Robin Koch,Defender,Germany,192cm,17/07/1996,2020/2021,Leeds United
Jordon Ibe,Forward,England,176cm,08/12/1995,2019/2020,AFC Bournemouth
Jordon Ibe,Forward,England,176cm,08/12/1995,2018/2019,AFC Bournemouth
Benny Ashley-Seal,Forward,England,,21/11/1998,2019/2020,Wolverhampton Wanderers
Benny Ashley-Seal,Forward,England,,21/11/1998,2018/2019,Wolverhampton Wanderers
Ragnar Klavan,Defender,Estonia,187cm,30/10/1985,2019/2020,Liverpool
Ragnar Klavan,Defender,Estonia,187cm,30/10/1985,2018/2019,Liverpool
Kallum Cesay,Defender,England,,04/09/2002,2021/2022,Tottenham Hotspur
Kallum Cesay,Defender,England,,04/09/2002,2021/2022,Tottenham Hotspur
Jacob Montes,Midfielder,United States,,20/10/1998,2021/2022,Crystal Palace
Michael Hefele,Defender,Germany,192cm,01/09/1990,2018/2019,Huddersfield Town
Jon McCracken,Goalkeeper,Scotland,,24/05/2000,2021/2022,Norwich City
Jon McCracken,Goalkeeper,Scotland,,24/05/2000,2021/2022,Norwich City
Sam Woods,Defender,England,,11/09/1998,2021/2022,Crystal Palace
Sam Woods,Defender,England,,11/09/1998,2020/2021,Crystal Palace
Sam Woods,Defender,England,,11/09/1998,2020/2021,Crystal Palace
Sam Woods,Defender,England,,11/09/1998,2019/2020,Crystal Palace
Sam Woods,Defender,England,,11/09/1998,2019/2020,Crystal Palace
Sam Woods,Defender,England,,11/09/1998,2018/2019,Crystal Palace
Jeff Hendrick,Midfielder,Ireland,185cm,31/01/1992,2021/2022,Newcastle United
Jeff Hendrick,Midfielder,Ireland,185cm,31/01/1992,2020/2021,Newcastle United
Jeff Hendrick,Midfielder,Ireland,185cm,31/01/1992,2019/2020,Burnley
Jeff Hendrick,Midfielder,Ireland,185cm,31/01/1992,2018/2019,Burnley
Finley Burns,Defender,England,,17/06/2003,2021/2022,Manchester City
Finley Burns,Defender,England,,17/06/2003,2021/2022,Manchester City
Finley Burns,Defender,England,,17/06/2003,2021/2022,Manchester City
Paul Dummett,Defender,Wales,183cm,26/09/1991,2021/2022,Newcastle United
Paul Dummett,Defender,Wales,183cm,26/09/1991,2020/2021,Newcastle United
Paul Dummett,Defender,Wales,183cm,26/09/1991,2019/2020,Newcastle United
Paul Dummett,Defender,Wales,183cm,26/09/1991,2018/2019,Newcastle United
Bertrand Traoré,Forward,Burkina Faso,181cm,06/09/1995,2021/2022,Aston Villa
Bertrand Traoré,Forward,Burkina Faso,181cm,06/09/1995,2020/2021,Aston Villa
Jesús Gámez,Defender,Spain,177cm,10/04/1985,2018/2019,Newcastle United
Ravel Morrison,Midfielder,Jamaica,175cm,02/02/1993,2019/2020,Sheffield United
Ørjan Nyland,Goalkeeper,Norway,192cm,10/09/1990,2021/2022,Norwich City
Ørjan Nyland,Goalkeeper,Norway,192cm,10/09/1990,2020/2021,Aston Villa
Ørjan Nyland,Goalkeeper,Norway,192cm,10/09/1990,2019/2020,Aston Villa
Daryl Janmaat,Defender,Netherlands,185cm,22/07/1989,2019/2020,Watford
Daryl Janmaat,Defender,Netherlands,185cm,22/07/1989,2018/2019,Watford
Dani Ceballos,Midfielder,Spain,179cm,07/08/1996,2021/2022,Arsenal (Loan)
Dani Ceballos,Midfielder,Spain,179cm,07/08/1996,2020/2021,Arsenal (Loan)
Dani Ceballos,Midfielder,Spain,179cm,07/08/1996,2020/2021,Arsenal (Loan)
Dani Ceballos,Midfielder,Spain,179cm,07/08/1996,2020/2021,Arsenal (Loan)
Dani Ceballos,Midfielder,Spain,179cm,07/08/1996,2019/2020,Arsenal (Loan)
Tomer Hemed,Forward,Israel,186cm,02/05/1987,2019/2020,Brighton and Hove Albion
Tomer Hemed,Forward,Israel,186cm,02/05/1987,2018/2019,Brighton and Hove Albion
Marc Leonard,Midfielder,Scotland,,19/12/2001,2021/2022,Brighton & Hove Albion
Simon Moore,Goalkeeper,England,191cm,19/05/1990,2020/2021,Sheffield United
Simon Moore,Goalkeeper,England,191cm,19/05/1990,2019/2020,Sheffield United
Lewis Baker,Midfielder,England,182cm,25/04/1995,2021/2022,Chelsea
Lewis Baker,Midfielder,England,182cm,25/04/1995,2021/2022,Chelsea
Lewis Baker,Midfielder,England,182cm,25/04/1995,2020/2021,Chelsea
Lewis Baker,Midfielder,England,182cm,25/04/1995,2019/2020,Chelsea
Lewis Baker,Midfielder,England,182cm,25/04/1995,2018/2019,Chelsea
Luke Dreher,Midfielder,England,184cm,27/11/1998,2019/2020,Crystal Palace
Luke Dreher,Midfielder,England,184cm,27/11/1998,2018/2019,Crystal Palace
Nuno Tavares,Defender,Portugal,183cm,26/01/2000,2021/2022,Arsenal
Kenny Tete,Defender,Netherlands,180cm,09/10/1995,2020/2021,Fulham
Jensen Weir,Midfielder,England,184cm,31/01/2002,2021/2022,Brighton and Hove Albion
Jensen Weir,Midfielder,England,184cm,31/01/2002,2020/2021,Brighton and Hove Albion
Daniel Kemp,Midfielder,England,,11/01/1999,2019/2020,West Ham United
Jamie Sterry,Defender,England,180cm,21/11/1995,2019/2020,Newcastle United
Jamie Sterry,Defender,England,180cm,21/11/1995,2018/2019,Newcastle United
Mario Pasalic,Midfielder,Croatia,188cm,09/02/1995,2020/2021,Chelsea
Mario Pasalic,Midfielder,Croatia,188cm,09/02/1995,2019/2020,Chelsea
Mario Pasalic,Midfielder,Croatia,188cm,09/02/1995,2018/2019,Chelsea
Nathaniel Phillips,Defender,England,190cm,21/03/1997,2021/2022,Liverpool
Nathaniel Phillips,Defender,England,190cm,21/03/1997,2020/2021,Liverpool
Nathaniel Phillips,Defender,England,190cm,21/03/1997,2019/2020,Liverpool
Nathaniel Phillips,Defender,England,190cm,21/03/1997,2018/2019,Liverpool
Malang Sarr,Defender,France,182cm,23/01/1999,2021/2022,Chelsea
Malang Sarr,Defender,France,182cm,23/01/1999,2021/2022,Chelsea
Malang Sarr,Defender,France,182cm,23/01/1999,2020/2021,Chelsea
Manolo Gabbiadini,Forward,Italy,181cm,26/11/1991,2019/2020,Southampton
Manolo Gabbiadini,Forward,Italy,181cm,26/11/1991,2018/2019,Southampton
Ben Winterbottom,Goalkeeper,England,,16/07/2001,2020/2021,Liverpool
Ben Winterbottom,Goalkeeper,England,,16/07/2001,2019/2020,Liverpool
Jack Spong,Midfielder,England,,04/02/2002,2020/2021,Brighton and Hove Albion
Jack Spong,Midfielder,England,,04/02/2002,2019/2020,Brighton and Hove Albion
Dylan Williams,Defender,England,,13/09/2003,2021/2022,Chelsea
Joshua King,Forward,Norway,180cm,15/01/1992,2021/2022,Watford
Joshua King,Forward,Norway,180cm,15/01/1992,2021/2022,Everton
Joshua King,Forward,Norway,180cm,15/01/1992,2020/2021,Everton
Joshua King,Forward,Norway,180cm,15/01/1992,2019/2020,AFC Bournemouth
Joshua King,Forward,Norway,180cm,15/01/1992,2018/2019,AFC Bournemouth
David Raya,Goalkeeper,Spain,183cm,15/09/1995,2021/2022,Brentford
Denis Suárez,Midfielder,Spain,176cm,06/01/1994,2019/2020,Arsenal (Loan)
Denis Suárez,Midfielder,Spain,176cm,06/01/1994,2018/2019,Arsenal (Loan)
D'Mani Mellor,Forward,England,,20/09/2000,2020/2021,Manchester United
D'Mani Mellor,Forward,England,,20/09/2000,2019/2020,Manchester United
Yerson Mosquera,Defender,Colombia,187cm,02/05/2001,2021/2022,Wolverhampton Wanderers
George Johnston,Defender,Scotland,181cm,01/09/1998,2019/2020,Liverpool
George Johnston,Defender,Scotland,181cm,01/09/1998,2018/2019,Liverpool
John Lundstram,Midfielder,England,181cm,18/02/1994,2020/2021,Sheffield United
John Lundstram,Midfielder,England,181cm,18/02/1994,2019/2020,Sheffield United
Olivier Giroud,Forward,France,192cm,30/09/1986,2021/2022,Chelsea
Olivier Giroud,Forward,France,192cm,30/09/1986,2020/2021,Chelsea
Olivier Giroud,Forward,France,192cm,30/09/1986,2019/2020,Chelsea
Olivier Giroud,Forward,France,192cm,30/09/1986,2018/2019,Chelsea
Jack Grealish,Midfielder,England,175cm,10/09/1995,2021/2022,Manchester City
Jack Grealish,Midfielder,England,175cm,10/09/1995,2021/2022,Aston Villa
Jack Grealish,Midfielder,England,175cm,10/09/1995,2020/2021,Aston Villa
Jack Grealish,Midfielder,England,175cm,10/09/1995,2019/2020,Aston Villa
Tayo Edun,Midfielder,England,170cm,14/05/1998,2018/2019,Fulham
Xavier Simons,Midfielder,England,,20/02/2003,2021/2022,Chelsea
Troy Deeney,Forward,England,183cm,29/06/1988,2021/2022,Watford
Troy Deeney,Forward,England,183cm,29/06/1988,2019/2020,Watford
Troy Deeney,Forward,England,183cm,29/06/1988,2018/2019,Watford
Kaine Hayden,Defender,England,,23/10/2002,2021/2022,Aston Villa
Kaine Hayden,Defender,England,,23/10/2002,2021/2022,Aston Villa
Kaine Hayden,Defender,England,,23/10/2002,2020/2021,Aston Villa
Kaine Hayden,Defender,England,,23/10/2002,2020/2021,Aston Villa
Moise Kean,Forward,Italy,183cm,28/02/2000,2021/2022,Everton
Moise Kean,Forward,Italy,183cm,28/02/2000,2020/2021,Everton
Moise Kean,Forward,Italy,183cm,28/02/2000,2019/2020,Everton
Ellis Simms,Forward,England,,05/01/2001,2021/2022,Everton
Ellis Simms,Forward,England,,05/01/2001,2020/2021,Everton
Ellis Simms,Forward,England,,05/01/2001,2019/2020,Everton
Daniel Sturridge,Forward,England,188cm,01/09/1989,2019/2020,Liverpool
Daniel Sturridge,Forward,England,188cm,01/09/1989,2018/2019,Liverpool
Grady Diangana,Midfielder,England,180cm,19/04/1998,2020/2021,West Bromwich Albion
Grady Diangana,Midfielder,England,180cm,19/04/1998,2020/2021,West Bromwich Albion (Loan)
Grady Diangana,Midfielder,England,180cm,19/04/1998,2019/2020,West Ham United
Grady Diangana,Midfielder,England,180cm,19/04/1998,2018/2019,West Ham United
Naby Keïta,Midfielder,Guinea,172cm,10/02/1995,2021/2022,Liverpool
Naby Keïta,Midfielder,Guinea,172cm,10/02/1995,2020/2021,Liverpool
Naby Keïta,Midfielder,Guinea,172cm,10/02/1995,2019/2020,Liverpool
Naby Keïta,Midfielder,Guinea,172cm,10/02/1995,2018/2019,Liverpool
Thomas McGill,Goalkeeper,England,,25/03/2000,2021/2022,Brighton & Hove Albion
Thomas McGill,Goalkeeper,England,,25/03/2000,2021/2022,Brighton and Hove Albion
Thomas McGill,Goalkeeper,England,,25/03/2000,2020/2021,Brighton & Hove Albion
Eduardo,Goalkeeper,Portugal,187cm,19/09/1982,2018/2019,Chelsea
Wesley Fofana,Defender,France,190cm,17/12/2000,2021/2022,Leicester City
Wesley Fofana,Defender,France,190cm,17/12/2000,2020/2021,Leicester City
Oriol Romeu,Midfielder,Spain,183cm,24/09/1991,2021/2022,Southampton
Oriol Romeu,Midfielder,Spain,183cm,24/09/1991,2020/2021,Southampton
Oriol Romeu,Midfielder,Spain,183cm,24/09/1991,2019/2020,Southampton
Oriol Romeu,Midfielder,Spain,183cm,24/09/1991,2018/2019,Southampton
Mathew Ryan,Goalkeeper,Australia,184cm,08/04/1992,2021/2022,Arsenal (Loan)
Mathew Ryan,Goalkeeper,Australia,184cm,08/04/1992,2021/2022,Brighton and Hove Albion
Mathew Ryan,Goalkeeper,Australia,184cm,08/04/1992,2020/2021,Arsenal (Loan)
Mathew Ryan,Goalkeeper,Australia,184cm,08/04/1992,2020/2021,Brighton and Hove Albion
Mathew Ryan,Goalkeeper,Australia,184cm,08/04/1992,2019/2020,Brighton and Hove Albion
Mathew Ryan,Goalkeeper,Australia,184cm,08/04/1992,2018/2019,Brighton and Hove Albion
Jacob Maddox,Midfielder,England,179cm,03/11/1998,2020/2021,Southampton (Loan)
Jacob Maddox,Midfielder,England,179cm,03/11/1998,2019/2020,Southampton
Lewis O'Brien,Midfielder,England,173cm,14/10/1998,2018/2019,Huddersfield Town
Patrick van Aanholt,Defender,Netherlands,176cm,29/08/1990,2021/2022,Crystal Palace
Patrick van Aanholt,Defender,Netherlands,176cm,29/08/1990,2020/2021,Crystal Palace
Patrick van Aanholt,Defender,Netherlands,176cm,29/08/1990,2019/2020,Crystal Palace
Patrick van Aanholt,Defender,Netherlands,176cm,29/08/1990,2018/2019,Crystal Palace
Harry Lewis,Goalkeeper,England,191cm,20/12/1997,2021/2022,Southampton
Harry Lewis,Goalkeeper,England,191cm,20/12/1997,2020/2021,Southampton
Harry Lewis,Goalkeeper,England,191cm,20/12/1997,2020/2021,Southampton
Harry Lewis,Goalkeeper,England,191cm,20/12/1997,2019/2020,Southampton
Harry Lewis,Goalkeeper,England,191cm,20/12/1997,2018/2019,Southampton
Issa Diop,Defender,France,194cm,09/01/1997,2021/2022,West Ham United
Issa Diop,Defender,France,194cm,09/01/1997,2020/2021,West Ham United
Issa Diop,Defender,France,194cm,09/01/1997,2019/2020,West Ham United
Issa Diop,Defender,France,194cm,09/01/1997,2018/2019,West Ham United
Toby Alderweireld,Defender,Belgium,186cm,02/03/1989,2021/2022,Tottenham Hotspur
Toby Alderweireld,Defender,Belgium,186cm,02/03/1989,2020/2021,Tottenham Hotspur
Toby Alderweireld,Defender,Belgium,186cm,02/03/1989,2019/2020,Tottenham Hotspur
Toby Alderweireld,Defender,Belgium,186cm,02/03/1989,2018/2019,Tottenham Hotspur
Dwight Gayle,Forward,England,174cm,17/10/1989,2021/2022,Newcastle United
Dwight Gayle,Forward,England,174cm,17/10/1989,2020/2021,Newcastle United
Dwight Gayle,Forward,England,174cm,17/10/1989,2019/2020,Newcastle United
Dwight Gayle,Forward,England,174cm,17/10/1989,2018/2019,Newcastle United
Troy Parrott,Forward,Ireland,185cm,04/02/2002,2021/2022,Tottenham Hotspur
Troy Parrott,Forward,Ireland,185cm,04/02/2002,2021/2022,Tottenham Hotspur
Troy Parrott,Forward,Ireland,185cm,04/02/2002,2020/2021,Tottenham Hotspur
Troy Parrott,Forward,Ireland,185cm,04/02/2002,2019/2020,Tottenham Hotspur
Niki Mäenpää,Goalkeeper,Finland,190cm,23/01/1985,2018/2019,Brighton and Hove Albion
Tony Gallacher,Defender,Scotland,173cm,23/07/1999,2020/2021,Liverpool
Tony Gallacher,Defender,Scotland,173cm,23/07/1999,2019/2020,Liverpool
CJ Egan-Riley,Defender,England,,02/01/2003,2021/2022,Manchester City
CJ Egan-Riley,Defender,England,,02/01/2003,2021/2022,Manchester City
Son Heung-Min,Forward,South Korea,183cm,08/07/1992,2021/2022,Tottenham Hotspur
Son Heung-Min,Forward,South Korea,183cm,08/07/1992,2020/2021,Tottenham Hotspur
Son Heung-Min,Forward,South Korea,183cm,08/07/1992,2019/2020,Tottenham Hotspur
Son Heung-Min,Forward,South Korea,183cm,08/07/1992,2018/2019,Tottenham Hotspur
Matt Butcher,Midfielder,England,188cm,14/05/1997,2019/2020,AFC Bournemouth
Matt Butcher,Midfielder,England,188cm,14/05/1997,2018/2019,AFC Bournemouth
Fernandinho,Midfielder,Brazil,179cm,04/05/1985,2021/2022,Manchester City
Fernandinho,Midfielder,Brazil,179cm,04/05/1985,2020/2021,Manchester City
Fernandinho,Midfielder,Brazil,179cm,04/05/1985,2019/2020,Manchester City
Fernandinho,Midfielder,Brazil,179cm,04/05/1985,2018/2019,Manchester City
Nathan Tella,Midfielder,England,,05/07/1999,2021/2022,Southampton
Nathan Tella,Midfielder,England,,05/07/1999,2020/2021,Southampton
Nathan Tella,Midfielder,England,,05/07/1999,2020/2021,Southampton
Nathan Tella,Midfielder,England,,05/07/1999,2019/2020,Southampton
Danny Rose,Defender,England,173cm,02/07/1990,2021/2022,Watford
Danny Rose,Defender,England,173cm,02/07/1990,2020/2021,Newcastle United (Loan)
Danny Rose,Defender,England,173cm,02/07/1990,2019/2020,Newcastle United (Loan)
Danny Rose,Defender,England,173cm,02/07/1990,2019/2020,Tottenham Hotspur
Danny Rose,Defender,England,173cm,02/07/1990,2018/2019,Tottenham Hotspur
Uwe Hünemeier,Defender,Germany,189cm,09/01/1986,2018/2019,Brighton and Hove Albion
Bernardo Rosa,Midfielder,Brazil,,20/09/2000,2020/2021,West Ham United
Bernardo Rosa,Midfielder,Brazil,,20/09/2000,2019/2020,West Ham United
Lewis Brunt,Midfielder,England,,06/11/2000,2021/2022,Leicester City
Eric García,Defender,Spain,182cm,09/01/2001,2021/2022,Manchester City U21
Eric García,Defender,Spain,182cm,09/01/2001,2020/2021,Manchester City U21
Eric García,Defender,Spain,182cm,09/01/2001,2019/2020,Manchester City
Eric García,Defender,Spain,182cm,09/01/2001,2018/2019,Manchester City U21
Bryan Gil,Forward,Spain,175cm,11/02/2001,2021/2022,Tottenham Hotspur
Dennis Cirkin,Defender,England,181cm,06/04/2002,2021/2022,Tottenham Hotspur
Dennis Cirkin,Defender,England,181cm,06/04/2002,2020/2021,Tottenham Hotspur
Dennis Cirkin,Defender,England,181cm,06/04/2002,2020/2021,Tottenham Hotspur
Dennis Cirkin,Defender,England,181cm,06/04/2002,2019/2020,Tottenham Hotspur
Jean-Philippe Gbamin,Midfielder,Cote D’Ivoire,186cm,25/09/1995,2021/2022,Everton
Jean-Philippe Gbamin,Midfielder,Cote D’Ivoire,186cm,25/09/1995,2020/2021,Everton
Jean-Philippe Gbamin,Midfielder,Cote D’Ivoire,186cm,25/09/1995,2019/2020,Everton
Dan Burn,Defender,England,198cm,09/05/1992,2021/2022,Newcastle United
Dan Burn,Defender,England,198cm,09/05/1992,2021/2022,Brighton and Hove Albion
Dan Burn,Defender,England,198cm,09/05/1992,2020/2021,Brighton and Hove Albion
Dan Burn,Defender,England,198cm,09/05/1992,2019/2020,Brighton and Hove Albion
Dan Burn,Defender,England,198cm,09/05/1992,2018/2019,Brighton and Hove Albion
Liam Delap,Forward,England,,08/02/2003,2021/2022,Manchester City U21
Liam Delap,Forward,England,,08/02/2003,2021/2022,Manchester City
Liam Delap,Forward,England,,08/02/2003,2020/2021,Manchester City
Ben Mee,Defender,England,180cm,21/09/1989,2021/2022,Burnley
Ben Mee,Defender,England,180cm,21/09/1989,2020/2021,Burnley
Ben Mee,Defender,England,180cm,21/09/1989,2019/2020,Burnley
Ben Mee,Defender,England,180cm,21/09/1989,2018/2019,Burnley
Mads Bidstrup,Midfielder,Denmark,175cm,25/02/2001,2021/2022,Brentford
Darren Randolph,Goalkeeper,Ireland,188cm,12/05/1987,2021/2022,West Ham United
Darren Randolph,Goalkeeper,Ireland,188cm,12/05/1987,2020/2021,West Ham United
Darren Randolph,Goalkeeper,Ireland,188cm,12/05/1987,2019/2020,West Ham United
Cameron Coxe,Defender,Wales,185cm,18/12/1998,2018/2019,Cardiff City
Marlon Fossey,Defender,United States,180cm,09/09/1998,2018/2019,Fulham
Ivan Toney,Forward,England,179cm,16/03/1996,2021/2022,Brentford
Jason Steele,Goalkeeper,England,188cm,18/08/1990,2021/2022,Brighton and Hove Albion
Jason Steele,Goalkeeper,England,188cm,18/08/1990,2020/2021,Brighton & Hove Albion
Jason Steele,Goalkeeper,England,188cm,18/08/1990,2019/2020,Brighton and Hove Albion
Jason Steele,Goalkeeper,England,188cm,18/08/1990,2018/2019,Brighton and Hove Albion
Erik Lamela,Midfielder,Argentina,181cm,04/03/1992,2021/2022,Tottenham Hotspur
Erik Lamela,Midfielder,Argentina,181cm,04/03/1992,2020/2021,Tottenham Hotspur
Erik Lamela,Midfielder,Argentina,181cm,04/03/1992,2019/2020,Tottenham Hotspur
Erik Lamela,Midfielder,Argentina,181cm,04/03/1992,2018/2019,Tottenham Hotspur
Joseph Anang,Goalkeeper,England,,08/06/2000,2020/2021,West Ham United U21
Joseph Anang,Goalkeeper,England,,08/06/2000,2019/2020,West Ham United U21
Steven Defour,Midfielder,Belgium,173cm,15/04/1988,2019/2020,Burnley
Steven Defour,Midfielder,Belgium,173cm,15/04/1988,2018/2019,Burnley
Joel Lopez Salguero,Defender,Spain,,31/03/2002,2021/2022,Arsenal
Joel Lopez Salguero,Defender,Spain,,31/03/2002,2020/2021,Arsenal
Yanic-Sonny Wildschut,Forward,Suriname,187cm,01/11/1991,2019/2020,Norwich City
Yanic-Sonny Wildschut,Forward,Suriname,187cm,01/11/1991,2018/2019,Cardiff City (Loan)
Bobby Duncan,Forward,England,,26/06/2001,2019/2020,Liverpool
Toni Martínez,Forward,Spain,180cm,30/06/1997,2019/2020,West Ham United
Toni Martínez,Forward,Spain,180cm,30/06/1997,2018/2019,West Ham United
Youri Tielemans,Midfielder,Belgium,176cm,07/05/1997,2021/2022,Leicester City
Youri Tielemans,Midfielder,Belgium,176cm,07/05/1997,2020/2021,Leicester City
Youri Tielemans,Midfielder,Belgium,176cm,07/05/1997,2019/2020,Leicester City
Youri Tielemans,Midfielder,Belgium,176cm,07/05/1997,2019/2020,Leicester City (Loan)
Youri Tielemans,Midfielder,Belgium,176cm,07/05/1997,2018/2019,Leicester City (Loan)
Alfie Mawson,Defender,England,189cm,19/01/1994,2020/2021,Fulham
Alfie Mawson,Defender,England,189cm,19/01/1994,2018/2019,Fulham
Jonathan Hogg,Midfielder,England,170cm,06/12/1988,2018/2019,Huddersfield Town
Stuart O'Keefe,Midfielder,England,173cm,04/03/1991,2018/2019,Cardiff City
Jarrad Branthwaite,Defender,England,195cm,27/06/2002,2021/2022,Everton
Jarrad Branthwaite,Defender,England,195cm,27/06/2002,2020/2021,Everton
Jarrad Branthwaite,Defender,England,195cm,27/06/2002,2019/2020,Everton
Emiliano Sala,Forward,Argentina,187cm,31/10/1990,2018/2019,Cardiff City
Mateusz Klich,Midfielder,Poland,183cm,13/06/1990,2021/2022,Leeds United
Mateusz Klich,Midfielder,Poland,183cm,13/06/1990,2020/2021,Leeds United
Freddie Woodman,Goalkeeper,England,188cm,04/03/1997,2021/2022,Newcastle United
Freddie Woodman,Goalkeeper,England,188cm,04/03/1997,2019/2020,Newcastle United
Freddie Woodman,Goalkeeper,England,188cm,04/03/1997,2018/2019,Newcastle United
Albert Adomah,Midfielder,Ghana,185cm,13/12/1987,2019/2020,Aston Villa
John Stones,Defender,England,188cm,28/05/1994,2021/2022,Manchester City
John Stones,Defender,England,188cm,28/05/1994,2020/2021,Manchester City
John Stones,Defender,England,188cm,28/05/1994,2019/2020,Manchester City
John Stones,Defender,England,188cm,28/05/1994,2018/2019,Manchester City
Christian Eriksen,Midfielder,Denmark,182cm,14/02/1992,2021/2022,Brentford
Christian Eriksen,Midfielder,Denmark,182cm,14/02/1992,2019/2020,Tottenham Hotspur
Christian Eriksen,Midfielder,Denmark,182cm,14/02/1992,2018/2019,Tottenham Hotspur
Tawanda Maswanhise,Midfielder,England,,20/11/2002,2021/2022,Leicester City
Tawanda Maswanhise,Midfielder,England,,20/11/2002,2021/2022,Leicester City
Tawanda Maswanhise,Midfielder,England,,20/11/2002,2020/2021,Leicester City
Roberto Jiménez,Goalkeeper,Spain,192cm,10/02/1986,2020/2021,West Ham United
Roberto Jiménez,Goalkeeper,Spain,192cm,10/02/1986,2019/2020,West Ham United
Jonny,Defender,Spain,175cm,03/03/1994,2021/2022,Wolverhampton Wanderers
Jonny,Defender,Spain,175cm,03/03/1994,2020/2021,Wolverhampton Wanderers
Jonny,Defender,Spain,175cm,03/03/1994,2019/2020,Wolverhampton Wanderers
Jonny,Defender,Spain,175cm,03/03/1994,2019/2020,Wolverhampton Wanderers (Loan)
Jonny,Defender,Spain,175cm,03/03/1994,2018/2019,Wolverhampton Wanderers
Jonny,Defender,Spain,175cm,03/03/1994,2018/2019,Wolverhampton Wanderers (Loan)
Folarin Balogun,Forward,England,178cm,03/07/2001,2021/2022,Arsenal U21
Folarin Balogun,Forward,England,178cm,03/07/2001,2021/2022,Arsenal
Folarin Balogun,Forward,England,178cm,03/07/2001,2020/2021,Arsenal U21
Folarin Balogun,Forward,England,178cm,03/07/2001,2019/2020,Arsenal U21
Tom Dele-Bashiru,Midfielder,Nigeria,183cm,17/09/1999,2021/2022,Watford
Tom Dele-Bashiru,Midfielder,Nigeria,183cm,17/09/1999,2019/2020,Watford
Tom Dele-Bashiru,Midfielder,Nigeria,183cm,17/09/1999,2018/2019,Manchester City
Chris Mepham,Defender,Wales,191cm,05/11/1997,2019/2020,AFC Bournemouth
Chris Mepham,Defender,Wales,191cm,05/11/1997,2018/2019,AFC Bournemouth
Alfie Payne,Midfielder,England,,07/10/1999,2019/2020,Norwich City
Sergio Romero,Goalkeeper,Argentina,192cm,22/02/1987,2021/2022,Manchester United
Sergio Romero,Goalkeeper,Argentina,192cm,22/02/1987,2020/2021,Manchester United
Sergio Romero,Goalkeeper,Argentina,192cm,22/02/1987,2019/2020,Manchester United
Sergio Romero,Goalkeeper,Argentina,192cm,22/02/1987,2018/2019,Manchester United
Alan Hutton,Defender,Scotland,185cm,30/11/1984,2019/2020,Aston Villa
Yaser Asprilla,Midfielder,Colombia,185cm,19/11/2003,2021/2022,Watford
Luke Garbutt,Defender,England,179cm,21/05/1993,2019/2020,Everton
Luke Garbutt,Defender,England,179cm,21/05/1993,2018/2019,Everton
Hwang Hee-Chan,Forward,South Korea,177cm,26/01/1996,2021/2022,Wolverhampton Wanderers (Loan)
Carl Jenkinson,Defender,England,185cm,08/02/1992,2019/2020,Arsenal
Carl Jenkinson,Defender,England,185cm,08/02/1992,2018/2019,Arsenal
Rhys Norrington-Davies,Defender,Wales,181cm,22/04/1999,2020/2021,Sheffield United
Rhys Norrington-Davies,Defender,Wales,181cm,22/04/1999,2019/2020,Sheffield United
Rohan Ince,Midfielder,England,191cm,08/11/1992,2018/2019,Brighton and Hove Albion
